Name_ENG;Name_AR;CR;Category;Website;Instagram;Twitter;Email;Phone Number;Activity;Rating;Num_Ratings
Beauty icon;بيوتي ايكون;;إلكترونيات واكسسورات;https://zid.store/beautyicon;https://instagram.com/beautyiconshop;;beautyyiconshop@gmail.com;531378542;Active;0;0
Hanet computer est;مؤسسة هانت للحاسب الآلي;1010118236;حلول إلكترونية;http://hanet.com.sa/;;;sales@saudiakar.com;550380001;Active;0;0
LAV Line;لاف لاين;;مستلزمات المرأة;https://salla.sa/lav.line?expires=1616855449&identifier=1212435577&utm_source=dashboard&signature=d69a99ac3d11b1f93cfca39c4a66806def6b14c4c3a55691705904a2ba2a50b0;https://instagram.com/lav_line;;lav.line3@gmail.com;502159634;Active;0;0
TRATHIAT YESLAM;يسلم الازياء للتجارة;1010428420;أخرى;https://trathiatyeslam.com;https://instagram.com/trathiat.yeslam;;hasenalminhaly@gmail.com;502258614;Active;0;0
Time store gifts;متجر واقت الهدايا;;تسويق إلكتروني;https://salla.sa/salmah92?expires=1616852997&identifier=1538819271&utm_source=dashboard&signature=6a1715911dd5ed8d5bd7e9ade960dd816fce0db103270712d4c87;;;salmaalmtani55@gmail.com;500955079;Active;0;0
Radeef Store;متجر رديف;;إلكترونيات واكسسورات;https://salla.sa/radeef;;;safarradeef@gmail.com;557974477;Active;0;0
Teeb Alolwah;طيب الألوة;;أخرى;https://api.whatsapp.com/send/?phone=966571934344&text&app_absent=0;;;teebalolwah@gmail.com;571934344;Active;0;0
;منتجة زيت إيلاف ;;الحرف والصناعات اليدوية;https://www.snapchat.com/add/fahad.20029;;;ref3ahfahad@gmail.com;509918573;Active;0;0
Om turki;ورق عنب أم تركي ;;مطبخ و مخبوزات;https://maroof.sa/195374;https://instagram.com/om_turki2021;;Adooli29200@gmail.com;545648936;Active;0;0
hajatel;متجر حاجاتك;;تسويق إلكتروني;https://hajatek.com/;;;hajati2211@gmail.com;533908977;Active;0;0
SOFT World;عالم سوفت;;حلول إلكترونية;https://soft.com.sa/;;;h@soft.com.sa;539286668;Active;0;0
elite shoe;نخبه  الحذاء;1010667502;تسويق إلكتروني;https://elite-shoe.com;;;y.elite-shoe@elite-shoe.com;540211411;Active;0;0
HyperStore;هايبر ستور;;تسويق إلكتروني;https://salla.sa/hyperstore;https://instagram.com/hyper4store;;Mahmoud.Abunada90@gmail.com;567334255;Active;0;0
Besht Abaya;عبايات بشت ;;أخرى;https://salla.sa/besht;https://instagram.com/besht.abaya;;Besht.abaya1@gmail.com;557384434;Active;0;0
Adunis Rose;أدونيس روز;;أخرى;https://salla.sa/adunis.rose;https://instagram.com/adunis.rose;;adunis.rose@gmail.com;542179385;Active;0;0
pro;برامج;;حلول إلكترونية;https://soft.com.sa;;;h922229@gmail.com;539286668;Not Active;0;0
Zoro Online Store;متجر زورو الإلكتروني;1010696285;إلكترونيات واكسسورات;https://zor0.com/;;;zor0sau@gmail.com;505560069;Active;10;2
tmyyz;تمييز;;أخرى;https://tmyyz.com;https://instagram.com/tmyyz_store;;tmyyz77@gmail.com;551482220;Active;0;0
ONLINEHADIA;اونلاين هدية;;أخرى;http://www.onlinehadia.com/;;;al-khares@hotmail.com;541140911;Active;10;4
moksrat;عالم المكسرات;;مطبخ و مخبوزات;https://salla.sa/moksrat.com;;;Aljadid1413@gmail.com;599390979;Active;0;0
Amal Thaiban;امل ذيبان;;خدمات أكاديمية;https://amalthaiban.msaaq.net/;;;ThaibanAmal@gmail.com;548294063;Active;0;0
Vanstore;فساتين فا ;;أخرى;https://salla.sa/vanstore;;;Vah98iiiiim@gmail.com;503521171;Active;0;0
 ACCs and UC; للحسابات والشدات;;تسويق إلكتروني;https://maroof.sa;;;Pubgmf@yahoo.com;500000000;Active;2;1
pure pot;الوعاء النقي;;أثاث وديكور;https://www.snapchat.com/add/tahbl1;;;S.a.r.vip@hotmail.com;557699954;Not Active;0;0
Tabliah;طبلية;4030399721;أخرى;https://eTabliah.com;;;etabliahapp@gmail.com;563815186;Active;0;0
mirva stores;ميرفا ستور;;أخرى;https://mirvastores.com/;;https://twitter.com/mirvastores;mirvastoress@gmail.com;542528294;Active;0;0
Arj albn;أرج البن;;أخرى;https://salla.sa/arj.bn;;;alhashmi889@hotmail.com;557887889;Active;0;0
BEST CARDS;بست كارد;;أخرى;https://best-code.net/;;;bestcards.me@gmail.com;552346357;Active;0;0
The Danah;متجر الدانة فستان عباية;;مستلزمات المرأة;https://thedanah-sa.com;https://instagram.com/thedanah.sa;;thedanah.sa@gmail.com;568544181;Active;0;0
;طعم ;2055126943;مطبخ و مخبوزات;http://t-aem.com/;;;mmth.usa@gmail.com;505359055;Active;0;0
RF specialoud;ار اف سبيشل عود;4031248433;أخرى;https://rfspecialoud.com/;https://instagram.com/rf.specialoud;;rf.specialoud@hotmail.com;582240926;Active;0;0
ALTAJIR SHOP;التاجر شوب;4030411399;أخرى;https://altajir.shop/;https://instagram.com/alarabialtajir;;Altajir.Alarabi@gmail.con;561890885;Active;10;3
Badr Abdulaziz Baissa Foundation;مؤسسة بدر عبدالعزيز باعيسى ;4031246737;تسويق إلكتروني;https://docs.google.com/document/d/18Nj4s870XsiKoyJZUWKdqP6aH_Xs1ZgM/edit;;;nejr1139@gmail.com;561417500;Active;0;0
11La;لا11;;تسويق إلكتروني;https://t.me/ki905;;;ibnm8bl@icloud.com;531040369;Not Active;0;0
Hia;آشيا;;مطبخ و مخبوزات;http://ww.Hia-sweets.sa;;;ragad-811@hotmail.com;557653360;Active;0;0
tale of a thread and a hook;حكاية خيط وسنارة;;الحرف والصناعات اليدوية;https://s.salla.sa/home;https://instagram.com/chrochet_94;;Ano_suo@hotmail.com;502179522;Active;0;0
thogue2;ذوق 2;;مستلزمات المرأة;https://thogue2.com/;https://instagram.com/thogue2;;mtgr4141@gmail.com;533435399;Active;0;0
MANAYER STORE ;منايرر ستور;;تسويق إلكتروني;https://salla.sa/gold.st;;;gold.st121@gmail.com;580138560;Active;7.8;10
PUBG 10;بيع حسابات لعبة ببجي 10;;أخرى;https://salla.sa/aykh_10;;;khattabnasser135@gmail.com;531368815;Active;0;0
SANJOB;مكسرات سنجوب;1010696352;أخرى;https://sanjob-sa.com/;;;sanjob-sa@gmail.com;533936449;Active;0;0
Bharat Umm Mohammad;بهارات أم محمد;;مطبخ و مخبوزات;https://salla.sa/bhrtm.mhmd;https://instagram.com/bhrtm.mhmd;;tatof7011@hotmail.com;567140424;Active;0;0
Shirwal jed;شروال جدة;;أخرى;https://salla.sa/rm.store;;;Retal1alamro@gmail.com;535320908;Active;0;0
 Luxurious  oud;فخامة العود ;;أخرى;https://salla.sa/luxuriousoud.com;https://instagram.com/luxury18531;;Luxury.oud@my.com;536473695;Active;0;0
al hazm coffee;قهوة الحزم;;أخرى;https://ig.me/1F91Uh9kGwSyJuC;;;hyoonh15045@gmail.com;507856061;Active;0;0
alamen;الأمين;;تسويق إلكتروني;https://zid.store/alamen/;;;alamen.2021.59@gmail.com;542843188;Active;0;0
7SEVEN;متجر سفن لمستلزمات المراه;;مستلزمات المرأة;https://salla.sa/sev7en.store;;;STORE.SEVE7N@gmail.com;555853826;Not Active;0;0
waqti;وقتي;1010695510;أخرى;https://waqti.shop/;;;waqti100@gmail.com;566101007;Active;0;0
Sc2;متجر خاص في بيع جميع حسابات الالعاب ;;تسويق إلكتروني;https://salla.sa/store_sc2;;;Sooo100@outlook.sa;552261174;Not Active;0;0
byaddi;بيدي;;مطبخ و مخبوزات;http://byaddi.com/;;;info@byaddi.com;533227336;Active;0;0
nothing done cansel;لايوجد تم الغا;;أخرى;https://salla.sa/supery.com;;;Cae15242@gmail.com;542189022;Not Active;0;0
Swq alqwayaih ;سوق القويعية ;;أخرى;https://salla.sa/suqlqy/category/nxzjE;;;swddl63@gmail.com;561115584;Active;0;0
;محل ركن احلام للملابس النسائيه ;1140101442;مستلزمات المرأة;https://iwtsp.com/966565169880;;;yossef11220@gmail.com;565169880;Active;0;0
Eveoud;إيف عود;1010345651;أخرى;https://www.eveoud.com;;;info@eveoud.com;558640555;Active;0;0
EvaBoxStore;إيفا بوكس ستور;;أخرى;https://salla.sa/evabox;https://instagram.com/evaboxstore;https://twitter.com/EvaBoxStore;EvaBoxStore@gmail.com;550068333;Active;0;0
AV  Abaya;أي  في  عباية;;مستلزمات المرأة;https://www.avabaya.com;https://instagram.com/av.abaya;;av3baya@gmail.com;551407712;Active;0;0
;متجر ابريز للعطور ;;كوافيرة و تجميل;https://www.lamset-4.com;;;naflh0553@gmail.com;531955072;Active;0;0
Bebe moi;بيبي موا;;أخرى;Http://www.bebemoi.com;https://instagram.com/bebemoii;;Db.ibtissem@gmail.com;501059977;Not Active;0;0
Classic story;كلاسيك ستوري;;أخرى;https://classicstoryy.com;;;Alqarnifahad222@gmail.com;555728242;Active;0;0
 site that sells children's clothing;موقع لبيع ملابس الأطفال;;أخرى;https://salla.sa/myprincess;;;saadalhrbi660@gmail.com;507534639;Active;0;0
;متجركم للمستلزمات النسائية;4030411395;تسويق إلكتروني;https://salla.sa/matjarkm.com?expires=1616785369&identifier=74235496&utm_source=dashboard&signature=323b357b95defab2b88c4f979747dd1229b6708612ff01654e83e7911b35b08a;https://instagram.com/mtjarkm2021;;mohammed.o.mutairi9@gmail.com;500934482;Active;0;0
HMLTK;حملتك;5864525391;أخرى;https://hamlati.ip4s.com/identity/account/Sitelogin;https://instagram.com/h_hmltk21;https://twitter.com/h_hmltk21;hamlatyksa@gmail.com;501574800;Active;10;1
Moole Sweet;موولي سويت;;مطبخ و مخبوزات;https://www.moolesweet.sa/;;;ali099033@hotmail.com;533092330;Not Active;0;0
PIXELS STORY ;متجر بكسلز;1131312458;إلكترونيات واكسسورات;https://lawhsok.com/;https://instagram.com/lawhsok;https://twitter.com/lawhsok;lawhsok@gmail.com;501733725;Active;0;0
;متجر رنين التقنية;;إلكترونيات واكسسورات;https://ranentechno.com;;;ranentech@gmail.com;549560017;Active;0;0
Mom store;متجر موم;;تسويق إلكتروني;https://t.me/m14_24;;;mawq70@gmail.com;502608526;Not Active;0;0
Beauty 4 u;بيوتي فور يو;;تسويق إلكتروني;https://www.beauty4u-sa.com;https://instagram.com/beauty4usa;https://twitter.com/beauty4usa;thebeauty4usa@gmail.com;503112187;Active;0;0
SerialStore;سيريل ستور;4030415934;حلول إلكترونية;https://serialst.com/;;;info@serialst.com;502710052;Active;0;0
wardalamal;متجر وردة الأمل;;أخرى;http://wardalamal2017.com.sa;https://instagram.com/wardalamal2017?igshid=wfmml0qoaxgm;;wardalamal2017@gmail.com;544095869;Active;0;0
Cash Store;كاش ستور;;تسويق إلكتروني;https://store.paylink.sa/Cash;;;sam.1415.sam@hotmail.com;567795279;Active;0;0
Wardatalkoton ;وردة القطن ;;تسويق إلكتروني;https://www.wardatalkoton.com;;;hudaalmaliki@outlook.com;566099186;Active;0;0
Royal Academic Services;رويال للخدمات الأكاديمية;;خدمات أكاديمية;https://wa.me/message/B753TIFSHMAQF1;;;Dr.sawsan.md@gmail.com;550445568;Active;0;0
nsaimalward;نسايم الورد;4031247537;تسويق إلكتروني;https://nsaimalward.com/;https://www.instagram.com/nsaim_alward/;;nsaim5alward@gmail.com;580549641;Active;0;0
Taysiiir;تسيير;;تصميم وطباعة;https://wordpress.com/view/tasyiiir.wordpress.com;https://instagram.com/tasyiiir;;Tasyiiir@gmail.com;545492845;Active;10;2
1pandaa;متجر بااندة;;تسويق إلكتروني;https://t.me/M_R13m;;;cc05530565011@gmail.com;596640654;Not Active;10;6
reylen albarakh;محل ريالين البركة للتجارة;4650195892;أخرى;https://reylen2.com;https://instagram.com/almadinah2015;https://twitter.com/reyalenalbrkh;zeiadzaki@hotmail.com;509013812;Active;0;0
storebubg;بوبجي الرسميه;;تسويق إلكتروني;https://t.me/Pubgjlie;;;amnya548@gmail.com;568959794;Not Active;8.9;7
zhraljamal;متجر زهر الجمال;1010677334;مستلزمات المرأة;https://Zhraljamal.com;;;Zhraljamal@gmail.com;503838176;Active;0;0
alsanaa;السناء;;أخرى;https://alsanaa.net/;https://instagram.com/alsanaa_net;https://twitter.com/alsanaa_net;alsanaastore@gmail.co;502704018;Active;0;0
roaad altamer;رواد التمر;;أخرى;http://roaadaltamer.com/;;;roaadlaltamer@gmail.com;502115144;Active;0;0
mmstore221;متجر ام و ام ستور ;4032248312;تسويق إلكتروني;https://mmstore21.com;;;mmstore221@gmail.com;504785707;Active;0;0
khazamaa;متجر خزامى ٠;;مستلزمات المرأة;https://salla.sa/khazamaa;;;Fofoasiri1403@hotmail.com;502276936;Active;0;0
waak shop;متجر  واك;;أخرى;https://teamwaak.com;;https://twitter.com/TeamWaak;mr.vip503@gmail.com;555741503;Active;10;1
;تصميم جلسات خارجيه ;;أثاث وديكور;https://5fec3bef36513.site123.me/;;;Orkidgardens@gmail.com;534393971;Active;10;1
DoulEmpty;متجر للحسابات والشدات ;;تسويق إلكتروني;https://t.me/WaadStore1;;;wss.1@hotmail.com;507470787;Not Active;0;0
hadikatkshop;متجر حديقتك;;تسويق إلكتروني;https://salla.sa/hadikatkshop;https://instagram.com/hadikatk;https://twitter.com/EngRami19;sonyrami001@gmail.com;548117680;Active;0;0
Selling men's and women's watches;بيع ساعات رجاليه ونسائيه;;إلكترونيات واكسسورات;https://salla.sa/saud.0565009868/profile;;;saud.alenizi9910@gmail.com;565009868;Active;0;0
Alulaforoud;العلا للعود;;أخرى;https://www.alulaforoud.com;https://instagram.com/alulaforoud;;alulaforoud@gmail.com;595516714;Active;0;0
'Selling PUBG accounts;بيع وشراء حسابات ببجي ستور ;;أخرى;https://t.me/joinchat/GsksYjLGJXhhY2Jk;;;zooz48085@gmail.com;551755651;Not Active;10;1
Star 22;ستار 22;;أخرى;https://s.salla.sa/home/;https://instagram.com/star__store0;;Mead.otttb@gmail.com;501726657;Not Active;0;0
AlfaTech;الفا تيك;;إلكترونيات واكسسورات;https://salla.sa/alfatech;;;h.f.r.trade@gmail.com;545544060;Active;0;0
Nafahat;نفحات للزيوت الطبيعيه;;أخرى;https://iwtsp.com/966577161812;;;mbarkyn20@gmail.com;577161812;Active;0;0
;زيت الرونق;;كوافيرة و تجميل;https://rawnaqoil.com/;;;msupplment@gmail.com;508065783;Active;0;0
marvlstory;ماري ستوري;;تسويق إلكتروني;https://t.me/a;;;ell@hotmail.com;592744628;Active;9.3;23
Dragon Stor3;متجر التنين الاول و الافضل;;أخرى;https://salla.sa/dragonst;https://instagram.com/fzcce;;dragon.stor3@gmail.com;564465589;Active;0;0
Eleganza sa;إليقنزا;;أثاث وديكور;https://ele-ganza.com/;https://instagram.com/eleganza__sa;;ghada.altoaimi@hotmail.com;502412039;Active;0;0
Selling PUBG accounts and brokerage;شراء وبيع حسابات ببجي ووساطة;;تسويق إلكتروني;https://t.me/silentaccounts;;;l3uunk.fun@gmail.com;550992277;Active;9.9;11
pubg mobily;بيع حسابات ببجي بأسعار رمزية ;;تسويق إلكتروني;https://t.me/pubgg02;;;asamtb849@gmail.com;547482502;Not Active;0;0
smaco;سماكو;;تسويق إلكتروني;https://www.smaco.sa;https://instagram.com/smaco2020;https://twitter.com/smaco2020;a057667757@hotmail.com;507667757;Active;0;0
;شمائل العود;;تسويق إلكتروني;https://shmoud.com/category/aODxO;https://instagram.com/shmoud_com;https://twitter.com/ShmOud_com;Sh566Oud133@gmail.com;502566133;Active;0;0
Fitness has a start;للرشاقة بداية;;أخرى;https://iwtsp.com/966539462014;;;sarona9119@gmail.com;539462014;Active;0;0
;حمود مطير العتيبي;1010687848;تسويق إلكتروني;https://www.yashmom.com/;;;m432023942@gmail.com;504667502;Active;0;0
amaryllisbeautystore;امارليس بيوتي;1010671305;مستلزمات المرأة;https://amaryllisbeautystore.com/;;;shikahalotaibi98@gmail.com;535154851;Active;0;0
AMSA BEDDING;مفارش أمسى;1010708632;تسويق إلكتروني;https://amsabedding.com;;;amsabedding@gmail.com;566418560;Active;0;0
greatseller;التاجرة الماهرة;;كوافيرة و تجميل;https://www.7ref.net;;;sara_al_malki@hotmail.com;506612793;Active;0;0
;النور مصممة دعوات أكترونية ;;تصميم وطباعة;https://wa.me/message/QRJBVLOOZ5RLK1;;;mnar84077@amail.com;565695546;Active;0;0
Silverito;سلفريتو;;تسويق إلكتروني;https://silverito.com;https://instagram.com/silverio.official;;wejdan262@gmail.com;545600480;Active;0;0
 elegance home;اناقة المنزل;;تسويق إلكتروني;https://www.noon.com/saudi-ar;;;Raghad412@hotmail.com;562894494;Active;0;0
 The Diamond Boutique SA;ذا دايموند بوتيك ;1010598778;مستلزمات المرأة;https://www.tdbsa.co;https://instagram.com/tdb_sa;;aljowhara75@gmail.com;533006485;Active;7.8;15
 accessoriesKINGDOM;المملكه للاكسسورات;;إلكترونيات واكسسورات;https://www.kingacssa.sa;;https://twitter.com/fm_9901;adel10100@icloud.com;551280298;Active;0;0
Abdulaziz Khleif Trading Establishment;موسسة عبدالعزيز خليف التجارية ;4700102228;أخرى;https://atgazozo.com/;;;kk.333@hotmail.com;506584524;Active;0;0
Ring store;رينق;;أخرى;https://ring-stoore.com/;;;aboodyifc18@icloud.om;571541092;Active;0;0
saudy store;سعودي سوق;2050122732;أخرى;https://saudy.store/;;;admin@saudy.store;545674743;Active;0;0
Masharq;مشارق;1010658367;تسويق إلكتروني;https://salla.sa/masharq;;;mmasharq@gmail.com;535648366;Active;0;0
Naz for electronic services;ناز للخدمات الإلكترونية;;حلول إلكترونية;https://maroof.sa;https://instagram.com/naz_electroni;https://twitter.com/AFa5amh;Al_fa5amh@outlook.sa;583804891;Active;9;6
4th Avenue Sweets ;السبيل الرابع;;مطبخ و مخبوزات;https://avenue.daftara.com;;;Info@4avenue.sa;537670727;Active;10;1
FiPER;فايبر للإشتراكات الشهـرية  نتفليكس و شاهـد ;;تسويق إلكتروني;https://api.whatsapp.com/send?phone=966505136550;;;fawaz00707@gmail.com;505136550;Active;10;94
Fashion lovers;متجر عشاق الموضة;;تسويق إلكتروني;https://eashaq2021.com;;;eashaq2021@gmail.com;501639372;Active;0;0
puljah;متجر بلجة للشموع;;الحرف والصناعات اليدوية;https://salla.sa/puljah;;;aidah5@outlook.sa;540655597;Active;10;1
Fragrant FLO;عبق الورود;;أخرى;https://salla.sa/fragrant.flo;;;m.albelady7@gmail.com;545520069;Active;0;0
Wahj Gift Shop;متجر وهج للهدايا;5954100290;أخرى;https://salla.sa/whajstor;;;rkiin1990@gmail.com;500658412;Active;0;0
Azureshop;ازور شوب;;مستلزمات المرأة;https://azureshop.net/;;;aruzeshop@outlook.com;581976140;Active;0;0
Best price 1;افضل الأسعار;;إلكترونيات واكسسورات;https://salla.sa/best-price1;https://instagram.com/be5t_price;;saleh.202r@gmail.com;598436070;Active;0;0
Profumerie;بروفومريا ;4030411176;كوافيرة و تجميل;https://www.profumeriee.com/;;;A.hebshi@hotmail.com;598345875;Active;10;1
matjr raylz;متجر رايلز;;إلكترونيات واكسسورات;http://ry-apple.com;;;iimuhanndath@gmail.com;596868886;Active;0;0
many  digital product;منتجات رقميه متنوعه;;أخرى;https://salla.sa/kfook?expires=1616694943&identifier=1306547732&utm_source=dashboard&signature=9caa84a4167bd7e5ebfe6ca6c7fb781689be2769624415dbeaf848736f1976a0&_gl=1*6lbst1*_gcl_aw*R0NMLjE2MTU0ODI4NzkuQ2owS0NRaUFuS2VDQmhEUEFSSXNBRkRUTFRKUWtMN2lWU0FGdjRLbVdhZ1E1aURkRGpELUpjX1E2OTFaTFpGRk9MeDZuUVljQlczOWkza2FBcHV0RUFMd193Y0I.;;;ibraheemyounis0@gmail.com;592684014;Active;0;0
;مؤسسة باكورة التقنية للمراقبة الأمنية;5855340893;إلكترونيات واكسسورات;https://www.bacurateq.com.sa;;;2030msss@gmail.com;537187054;Active;0;0
;باسقات النخيل ;4032242575;أخرى;https://basiqata.com/;https://instagram.com/basegat_alnakhil;;sa7ab1416@icloud.com;500012138;Active;0;0
GOUNA ROSE ;جونا روز;1010677245;أخرى;https://gounarose.com/;;;gounarose@gmail.com;536258814;Active;7;8
AL MASIH ALAWLA;الماسية الاولى للنشر والتوزيع;1010649287;أخرى;http://www.firstonestore.com;;;ammari78x@gmail.com;546865853;Active;0;0
AY STICKERS;آي ستيكرز;;تصميم وطباعة;https://salla.sa/ay.sticker;;;Anharmz33@gmail.com;533202987;Active;0;0
RUOOH MARKTING AND BUSINESS SOLUTION;رووح للتسويق وحلول الاعمال;;تسويق إلكتروني;http://www.ruooh.com;https://instagram.com/ruoohcom;https://twitter.com/ruoohcom;ruoohcom@gmail.com;506506768;Active;0;0
09777gfr;البيعاوةثةزز;;تسويق إلكتروني;https://t.me/M_R13m;;;cc05530565011@gmail.com;568163425;Not Active;3.8;9
Japanese dose;جرعة يابانية;4650209216;أخرى;https://jpdose.com/;https://instagram.com/japanesedose_;;japanesedose@gmail.com;534070009;Active;0;0
Moderno;موديرنو;1010696397;أخرى;Https://www.moderno-sa.com;https://instagram.com/mo.der.no;;Noo_021@hotmail.com;533393332;Active;0;0
Your car;يوركار;5862461623;السيارات;https://yourcarr.com/;https://instagram.com/your_car2030;https://twitter.com/yourcar9900;Sau09484@gmail.com;500809484;Active;0;0
Top1 Store;متجر الافضل 1;;أخرى;https://salla.sa/top1storegc;https://instagram.com/toponestore1;;Reachfaisalalshehri@gmai.com;500309227;Active;10;1
Alghaliah;الغاليه للعبايات;4650065357;مستلزمات المرأة;https://salla.sa/alghali110-?expires=1616582203&identifier=1265712955&utm_source=dashboard&signature=1788646e55811600eb9fd88d6a0bcc07b92b22b09e03e1b66771bb0cc3c5a0c7&_gl=1*14yd0l4*_gcl_aw*R0NMLjE2MTY1Njk4MDYuRUFJYUlRb2JDaE1JaWJlbXI2X0k3d0lWQ3ZsUkNoMENKQW1URUFBWUFTQUFFZ0tFNF9EX0J3RQ;https://instagram.com/alghali11_;;an-h10@hotmail.com;504724945;Active;0;0
3Waves;ثري ويفز;1010698251;أخرى;https://3wavess.com/;https://instagram.com/3waves.sa;;three.waves@hotmail.com;504166567;Active;0;0
;متجرسما للمنتجات الطببعيه;;تصميم وطباعة;http://sama-shopping.com;;;smahr99099@gmail.com;550255266;Active;0;0
Mirsal Tech;مرسال للتقنية;;حلول إلكترونية;http://mir-sal.com;;;admin@mir-sal.com;530398924;Active;0;0
;متجر لبيع قطع غيار السيارات وتوابعها ;4030273900;السيارات;https://www.trgautoparts.com;;;alriyadaest@gmail.com;580720142;Active;0;0
rayihaoud999;رائحة العود للعود و العطور;;أخرى;https://rayihaoud.com/;https://instagram.com/rayihaoud999;https://twitter.com/rayihaoud999;rayihaoud999@gmail.com;537055999;Active;0;0
cocolor;كوكلر;1010292268;تسويق إلكتروني;https://co-color.com;https://instagram.com/cocolorstore;;info@co-color.com;500098630;Active;10;1
Saudi Frags;سعودي فراقز;;أخرى;https://saudifrags.com/;;;Saudifrags@saudifrags.com;555235255;Active;10;2
gplusip;متجر جي بلس ;2251498162;تسويق إلكتروني;https://4kng.com;;;gplusiptv@gmail.com;569423332;Active;0;0
WESTORM;وي ستورم;;إلكترونيات واكسسورات;https://www.we-storm.com;https://instagram.com/westorm.sa;https://twitter.com/westorm_sa;info@we-storm.com;504428477;Active;0;0
Al Mahra Najd Foundation;مؤسسة المهرة النجدية;3450170848;كوافيرة و تجميل;https://almohraah.com/;;;Alnagde111@gmail.com;531217714;Active;0;0
ksa coffee;القهوة العربية السعودية ;;مطبخ و مخبوزات;https://salla.sa/ksacoffee;;;ksacoffee@icloud.com;503872751;Active;0;0
Jewel Islands For Trading Est;مؤسسة جوهرة الجزر للتجارة ;1010481590;مستلزمات المرأة;http://www.jawharataljozr.com;;;jawharataljozr@gmail.com;505173010;Active;0;0
muqawiloon;مقاولون ;4030351498;أخرى;https://muqawiloon.com/Jeddah/categories/contractors;;;M.Hassan.raffi@gmail.com;503613445;Active;0;0
salty deliciaus;مالح لذيذ;4700108308;مطبخ و مخبوزات;https://saltydeliciaus.com/;;;saltydeliciaus@gmail.com;580813155;Active;0;0
Kshokhi;كشوخي;;تسويق إلكتروني;https://kshokhi.net/;;;Blbol11@hotmail.com;502402306;Active;0;0
siafa dates;تمور سيافا;4030176724;مطبخ و مخبوزات;https://www.siafadates.com;https://www.instagram.com/siafadates/?igshid=1b7y1j71jrrns;https://twitter.com/siafadates;ecommerce@siafadates.com;535501210;Active;0;0
Jebal falasteen;جبال فلسطين;4650069869;تسويق إلكتروني;https://www.jebalfalasteen.com;;;Jebalfalasteen@gmail.com;533046304;Active;0;0
Daan Store;متجر دان للهدايا;;تسويق إلكتروني;https://daan-store.com;;;bodour.a.d@gmail.com;503872915;Active;0;0
Matjar Al Falah;متجر الفلاح;4031247833;مطبخ و مخبوزات;https://www.facebook.com/Matjar-al-Falah-112954417545660/;;;montashari12@gmail.com;576504862;Active;0;0
The Arabian Roastery;المحمصة العربية;4030411729;تسويق إلكتروني;https://www.thearabianroastery.com/;;;yousef.alamoudi@gmail.com;582252199;Active;0;0
Salwa elegance;أناقة سلوى ;;أخرى;https://salla.sa/salwahz;;;gazwahhz@gmail.com;561619024;Active;0;0
Terra Tech;تيرا تك;5901720488;إلكترونيات واكسسورات;https://terratech.live/;https://instagram.com/iterratech;https://twitter.com/iterratech;terrra_tech@hotmail.com;598873176;Active;9.9;19
Divax;ديفاكس;;أخرى;https://salla.sa/divax;;;Divax.perfumes@gmail.com;583696630;Active;0;0
Cactus ;صبارات;;أخرى;https://salla.sa/cactus;;;Cactus9906@gmail.com;581077582;Active;10;1
MN Perfumes Store;متجر آم آن للعطور;;أخرى;https://mapp.sa/parfums;;;na17170@icloud.com;538731794;Active;0;0
Mcqueen;متجر الملكة للمستلزمات;1010581399;تسويق إلكتروني;https://ksa-king.com;;;Ma3an8@gmail.com;500763307;Not Active;0;0
AMERA PUBG ACCOUNTS;أميره لبيع حسابات ببجي;;أخرى;https://maroof.sa/am6ra_pubg;;;ameerh.alkhairi@gmail.com;500209622;Not Active;7.2;29
Arkx store;متجر ارك ستور ;;تسويق إلكتروني;https://salla.sa/arkx;;;Mamdouh.alshrifi@gmail.com;531071941;Active;0;0
SHEFN;شفن;4031246910;إلكترونيات واكسسورات;https://sheefn.com/;https://instagram.com/shefn_;;sfssf500@hotmail.com;545809799;Active;0;0
store WEL;ستور ويل;;أخرى;https://wel-store.com/;https://instagram.com/store_wel;https://twitter.com/wel_Store;iwelstore@gmail.com;558447406;Active;0;0
Touq Store;مؤسسة توق ;1010690750;أخرى;https://salla.sa/toug-store;https://instagram.com/touq_199;;touqabdullah199@gmail.com;580346508;Active;10;1
deer soap;صابونة الغزال;;مستلزمات المرأة;https://salla.sa/deersoap;;;deersoap133@gmail.com;581801738;Active;0;0
al breih;البريه;;أخرى;https://haraj.com.sa/;;;iphonnnee2018@gmail.com;540664805;Active;0;0
;ام السناعه للبخور والعود والزعفران;2251496444;مستلزمات المرأة;https://maroof.sa/95408;https://www.instagram.com/_n/web_emaillogin?uid=l1k5o8d&token=rrExzQ&auto_send=0;;aboooor121111@gmail.com;531806307;Active;0;0
Fashion outlet;فاشن اوت لت;;تسويق إلكتروني;https://www.snapchat.com/add/fashion_outlet1;;;lalnughamshi@gmail.com;500700890;Active;0;0
Rosettay;روزتتي;4031248557;أخرى;https://rosettay.com;;;akram@rosettay.com;504155108;Active;0;0
tshli;شطه يارا;;مطبخ و مخبوزات;https://haraj.com.sa/;;;iphonnnee2018@gmail.com;540664805;Active;0;0
OYA;متجر اويا;;مستلزمات المرأة;https://oya-sa.com/;https://instagram.com/oyaksa;https://twitter.com/oyaksa_;oyaksa@hotmail.com;500891228;Active;0;0
Reybad Store;متجر ريباد;;تصميم وطباعة;https://salla.sa/reybad;;;info@reybad.com;570592088;Active;10;4
